name,coe,unit,departmentname,announcementyear
金牌台灣啤酒(600 ml，紙箱12瓶裝),9.48,箱,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,2016
金牌台灣啤酒(600 ml，紙箱12瓶裝),0.4,瓶,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,2016
金牌台灣啤酒(500 ml ，紙箱24罐裝),7.88,箱,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,2016
金牌台灣啤酒(500 ml，紙箱24罐裝),0.33,罐,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,2016
金牌台灣啤酒(330 ml，紙箱24罐裝),5.3,箱,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,2016
金牌台灣啤酒(330 ml，紙箱24罐裝),0.22,罐,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,2016
金牌台灣啤酒(330 ml，收縮膜6罐裝),1.33,組,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,2016
金牌台灣啤酒(330 ml，收縮膜6罐裝),0.22,罐,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,2016
經典台灣啤酒(600 ml，玻璃瓶裝),0.33,瓶,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,2016
經典台灣啤酒(500 ml，紙箱24罐裝),7.64,箱,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,2016
經典台灣啤酒(500 ml，紙箱24罐裝),0.32,罐,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,2016
經典台灣啤酒(330 ml，紙箱24罐裝),5.14,箱,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,2016
經典台灣啤酒(330 ml，紙箱24罐裝),0.21,罐,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,2016
經典台灣啤酒(330 ml，收縮膜6罐裝),1.29,組,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,2016
經典台灣啤酒 (330 ml，收縮膜6罐裝),0.21,罐,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,2016
L (低碳鋼)級不銹鋼焊接管,7.48,公斤(kg),環境部,2016
風力發電機組發電(1500KW，2014),0.00395,度(kwh),經濟部能源局、台電公司再生能源處運維組,2016
太陽光電模組發電(10KW，2014),0.00998,度(kwh),經濟部能源局、陽光屋頂百萬座計畫推動辦公室,2016
台灣鯛,2.29,公斤(kg),衛生福利部食品藥物管理署,2016
麵粉,0.531,公斤(kg),衛生福利部食品藥物管理署,2016
番茄醬,6.48,罐,衛生福利部食品藥物管理署,2016
PVC膠帶,0.935,卷,地球綜合工業股份有限公司,2016
PVC膠帶,1.62,平方公尺(m2),地球綜合工業股份有限公司,2016
OPP膠帶,0.648,卷,地球綜合工業股份有限公司,2016
OPP膠帶,0.385,平方公尺(m2),地球綜合工業股份有限公司,2016
百貨零售服務,0.05,每平方米‧每小時,太平洋崇光百貨股份有限公司,2016
綠茶(300ml，鋁箔包裝),0.1,包,統一企業股份有限公司,2016
綠茶(250ml，鋁箔包裝),0.09,包,統一企業股份有限公司,2016
紅茶(375ml，鋁箔包裝),0.13,包,統一企業股份有限公司,2016
紅茶(300ml，鋁箔包裝),0.11,包,統一企業股份有限公司,2016
紅茶(250ml，鋁箔包裝),0.095,包,統一企業股份有限公司,2016
奶茶(375ml，鋁箔包裝),0.16,包,統一企業股份有限公司,2016
奶茶(300ml，鋁箔包裝),0.13,包,統一企業股份有限公司,2016
奶茶(250ml，鋁箔包裝),0.11,包,統一企業股份有限公司,2016
豆漿(450ml，鋁箔包裝),0.16,盒,統一企業股份有限公司,2016
磨石子地磚(60cm*60cm*2.5cm),7.5,片,台南市政府環境保護局、晶泰水泥加工廠股份有限公司,2016
磨石子地磚(50cm*50cm*2.5cm),5,片,台南市政府環境保護局、晶泰水泥加工廠股份有限公司,2016
磨石子地磚(45cm*45cm*2cm),4,片,台南市政府環境保護局、晶泰水泥加工廠股份有限公司,2016
磨石子地磚(40cm*40cm*2cm),3.4,片,台南市政府環境保護局、晶泰水泥加工廠股份有限公司,2016
磨石子地磚(30cm*60cm*2cm),3.2,片,台南市政府環境保護局、晶泰水泥加工廠股份有限公司,2016
磨石子地磚(30cm*30cm*2cm),1.7,片,台南市政府環境保護局、晶泰水泥加工廠股份有限公司,2016
水性白膠,1.1,包,台南市政府環境保護局、南寶樹脂化學工廠股份有限公司,2016
高粱酒(58度，600ml),4,瓶,台南市政府環境保護局、成大酒廠股份有限公司,2016
歪頭奶瓶(240ml),3.16,個,春池玻璃實業有限公司,2016
烤酥油 (18 kg),30.5,桶,環境部、台灣糖業股份有限公司小港廠,2016
烤酥油 (18 L),27.5,桶,環境部、台灣糖業股份有限公司小港廠,2016
烤酥油 (3 L),4.42,瓶,環境部、台灣糖業股份有限公司小港廠,2016
烤酥油 (2 L),3.07,瓶,環境部、台灣糖業股份有限公司小港廠,2016
大豆沙拉油 (18 kg),30.4,桶,環境部、台灣糖業股份有限公司小港廠,2016
大豆沙拉油 (18 L),27.7,桶,環境部、台灣糖業股份有限公司小港廠,2016
大豆沙拉油 (3 L),4.45,瓶,環境部、台灣糖業股份有限公司小港廠,2016
大豆沙拉油 (2.6 L),3.87,瓶,環境部、台灣糖業股份有限公司小港廠,2016
大豆沙拉油 (2 L),3.07,瓶,環境部、台灣糖業股份有限公司小港廠,2016
大豆沙拉油 (0.6 L),0.895,瓶,環境部、台灣糖業股份有限公司小港廠,2016
氣冷高爐石級配料(散裝),1.69,公噸(mt),中聯資源股份有限公司,2016
氣冷轉爐石級配料(散裝),1.58,公噸(mt),中聯資源股份有限公司,2016
石英晶體振盪器(AW系列),0.06,顆,台灣晶技股份有限公司,2016
食品包裝紙容器,0.0965,平方公尺(m2),環境部,2016
食品包裝紙容器,8.24,公斤(kg),環境部,2016
筆記型電腦包裝紙箱(三層一浪),0.00205,公克(g),環境部、宏碁股份有限公司,2016
筆記型電腦包裝紙箱(三層一浪),0.53,個,環境部、宏碁股份有限公司,2016
瀝青鋪面用粒料(散裝),4.72,公噸(mt),中聯資源股份有限公司,2016
地質改良處理劑(50kg，紙袋裝),15.93,包,中聯資源股份有限公司,2016
地質改良處理劑(太空包裝),317.84,公噸(mt),中聯資源股份有限公司,2016
地質改良處理劑(散裝),313.55,公噸(mt),中聯資源股份有限公司,2016
新型高爐水泥(50kg，紙袋裝),22.97,包,中聯資源股份有限公司,2016
卜特蘭高爐爐碴水泥(太空包裝),516.86,公噸(mt),中聯資源股份有限公司,2016
卜特蘭高爐爐碴水泥(散裝),512.57,公噸(mt),中聯資源股份有限公司,2016
飛灰爐石粉(太空包裝),52.48,公噸(mt),中聯資源股份有限公司,2016
飛灰爐石粉(散裝),48.19,公噸(mt),中聯資源股份有限公司,2016
混凝土及水泥砂漿用水淬高爐爐碴粉(太空包裝),54.73,公噸(mt),中聯資源股份有限公司,2016
混凝土及水泥砂漿用水淬高爐爐碴粉(散裝),50.44,公噸(mt),中聯資源股份有限公司,2016
糖蜜,0.32,公斤(kg),環境部,2016
蔗糖,0.37,公斤(kg),環境部,2016
國際海運貨物運輸服務(燃料油動力),0.0198,延噸公里(tkm),環境部,2016
國內海運貨物運輸服務(燃料油動力),0.0354,延噸公里(tkm),環境部,2016
國內海運貨物運輸服務(柴油動力),0.0334,延噸公里(tkm),環境部,2016
石灰石,0.00535,公斤(kg),環境部,2016
食用玉蜀黍,0.29,公斤(kg),環境部,2016
污泥掩埋處理服務,0.3,公斤(kg),環境部,2016
尿素甲醛樹脂(65％固形物),1.62,公斤(kg),環境部,2016
冰醋酸(醋酸甲酯與甲醇共沸物羰基合成法),2.05,公斤(kg),環境部,2016
冰醋酸(甲醇羰基化法),2.58,公斤(kg),環境部,2016
丙酮,1.82,公斤(kg),環境部,2016
硝酸，98％,1.37,公斤(kg),環境部,2016
二甲醚,2.28,公斤(kg),環境部,2016
氫氧化鉀,1.47,公斤(kg),產品碳足跡計算服務平台、工研院DoITPro資料庫,2016
液氯,1.39,公斤(kg),環境部,2016
不銹鋼焊接管,1.75,公斤(kg),環境部,2016
螺絲(含球化與表面皮膜處理及電鍍),3.41,公斤(kg),環境部,2016
螺絲(不含球化、表面皮膜處理與電鍍),3.37,公斤(kg),環境部,2016
筆記型電腦觸控板,3.06,片,環境部、宏碁股份有限公司,2016
筆記型電腦鍵盤,0.89,個,環境部、宏碁股份有限公司,2016
筆記型電腦照相機模組,0.41,個,環境部、宏碁股份有限公司,2016
煤油使用(2014),3.02,公升(L),環境部,2016
液化石油氣(於固定源使用，2014),2.26,公升(L),環境部,2016
天然氣(於固定源使用，2014),2.61,立方公尺(m3),環境部,2016
車用汽油(於移動源使用，2014),3.1,公升(L),環境部,2016
車用汽油(於固定源使用，2014),3.02,公升(L),環境部,2016
車用汽油(未燃燒，2014),0.67,公升(L),環境部,2016
柴油(於移動源使用，2014),3.48,公升(L),環境部,2016
柴油(於固定源使用，2014),3.45,公升(L),環境部,2016
柴油(未燃燒，2014),0.75,公升(L),環境部,2016
燃料油使用(蒸餘油/重油使用，2014),4,公升(L),環境部,2016
電力碳足跡(2014),0.65,度(kwh),環境部,2016
平板玻璃,1.12,公斤(kg),環境部,2016
水性水泥漆,1.33,公斤(kg),環境部,2016
聚醯胺接著劑,3.61,公斤(kg),環境部,2016
醇酸樹脂,3.18,公斤(kg),財團法人工業技術研究院,2016
聚丙烯腈棉,4.76,公斤(kg),環境部,2016
聚酯粒,3.74,公斤(kg),環境部,2016
聚酯棉,4.17,公斤(kg),環境部,2016
丙烯腈,3.37,公斤(kg),環境部,2016
線性低密度聚乙烯(LLDPE),2.01,公斤(kg),環境部,2016
耐衝擊聚苯乙烯(HIPS),2.72,公斤(kg),環境部,2016
通用級聚苯乙烯(GPPS),1.97,公斤(kg),環境部,2016
氯乙烯單體,2.89,公斤(kg),環境部,2016
對二甲苯/鄰二甲苯,1.81,公斤(kg),環境部,2016
苯,1.82,公斤(kg),環境部,2016
筆記型電腦電源線(含插頭端),0.68,條,環境部、宏碁股份有限公司,2016
焦糖烤布丁,0.34,個,台南市政府環境保護局、紅磚布丁,2016
己內醯胺,3.39,公斤(kg),環境部,2016
對苯二甲酸,1.76,公斤(kg),環境部,2016
再生鋁錠,0.7,公斤(kg),環境部,2015
住宿服務,2.6,每坪-每天,福容大飯店股份有限公司桃園分公司,2015
再生料-廢壓縮機/廢馬達二次拆解-廢鋁,0.14,公斤(kg),環境部,2015
再生料-廢壓縮機/廢馬達二次拆解-廢銅,0.14,公斤(kg),環境部,2015
再生料-廢壓縮機/廢馬達二次拆解-廢鐵,0.15,公斤(kg),環境部,2015
再生料-廢電子電器暨廢資訊物品-待再處理二次料,0.12,公斤(kg),環境部,2015
再生料-廢電子電器暨廢資訊物品-廢潤滑油,0.1,公斤(kg),環境部,2015
再生料-廢冷暖氣機-廢R22冷媒,0.48,公斤(kg),環境部,2015
再生料-廢冰箱-廢R12冷媒,0.9,公斤(kg),環境部,2015
再生料-廢冰箱-廢R11冷媒(液態氮法),16,公斤(kg),環境部,2015
再生料-廢冰箱-廢R11冷媒(活性碳冰水機法),6.38,公斤(kg),環境部,2015
再生料-廢電視機暨廢顯示器-錐管玻璃,0.1,公斤(kg),環境部,2015
再生料-廢電子電器暨廢資訊物品-廢玻璃,0.12,公斤(kg),環境部,2015
再生料-廢電子電器暨廢資訊物品-廢塑膠,0.13,公斤(kg),環境部,2015
再生料-廢電子電器暨廢資訊物品-廢鋁,0.15,公斤(kg),環境部,2015
再生料-廢電子電器暨廢資訊物品-廢銅,0.11,公斤(kg),環境部,2015
再生料-廢電子電器暨廢資訊物品-廢鐵,0.12,公斤(kg),環境部,2015
臺灣鐵路運輸服務(電聯車),54,延人公里(pkm),交通部鐵路改建工程局,2015
臺灣鐵路運輸服務(柴聯車),70,延人公里(pkm),交通部鐵路改建工程局,2015
門窗鋁框,14.4,平方公尺(m2),環境部,2015
門窗鋁框,3.3,公斤(kg),環境部,2015
水泥砂漿粉刷(1:3),9.83,平方公尺(m2),環境部,2015
水泥砂漿(1:3),437,立方公尺(m3),環境部,2015
水泥砂漿粉刷(1:2),14.1,平方公尺(m2),環境部,2015
水泥砂漿(1:2),625,立方公尺(m3),環境部,2015
水泥砂漿粉刷(1:1),21.4,平方公尺(m2),環境部,2015
水泥砂漿(1:1),952,立方公尺(m3),環境部,2015
預拌混凝土(6000psi),533,立方公尺(m3),環境部,2015
預拌混凝土(5000psi),464,立方公尺(m3),環境部,2015
預拌混凝土(4000psi),393,立方公尺(m3),環境部,2015
預拌混凝土(3500psi),370,立方公尺(m3),環境部,2015
預拌混凝土(3000psi),347,立方公尺(m3),環境部,2015
預拌混凝土(2500psi),301,立方公尺(m3),環境部,2015
預拌混凝土(2000psi),255,立方公尺(m3),環境部,2015
PVC塑膠管、PVC板,2.4,公斤(kg),環境部,2015
有害事業廢棄物穩定化/固化處理服務,0.29,公斤(kg),環境部,2015
廢溶劑蒸餾回收處理服務,0.21,公斤(kg),環境部,2015
石膏板,0.51,公斤(kg),環境部,2015
聚酯半延伸絲,4.14,公斤(kg),環境部,2015
聚酯加工絲,5.04,公斤(kg),環境部,2015
聚醯胺粒,7.1,公斤(kg),環境部,2015
聚醯胺絲,8.81,公斤(kg),環境部,2015
醋酸乙烯單體,3.31,公斤(kg),環境部,2015
發煙硫酸,0.22,公斤(kg),環境部,2015
鹽酸，32％(電子級),0.68,公斤(kg),環境部,2015
多元氯化鋁(鋁灰鹽酸法),0.5,公斤(kg),環境部,2015
多元氯化鋁(氧化還原置換法),0.03,公斤(kg),環境部,2015
硫酸銨,1.68,公斤(kg),環境部,2015
酚醛樹脂,2.5,公斤(kg),環境部,2015
聚甲基丙烯酸甲酯,4.19,公斤(kg),環境部,2015
乙烯-乙烯醇共聚物,6.19,公斤(kg),環境部,2015
鋼筋,0.66,公斤(kg),環境部,2015
碳鋼鋼胚(電弧爐製程),0.53,公斤(kg),環境部,2015
LED 路燈(70W),650,個,堤維西交通工業股份有限公司,2015
高速鐵路運輸服務,0.038,延人公里(pkm),環境部、台灣高速鐵路股份有限公司,2015
不鏽鋼三層牆角架(5327S),7.87,公斤(kg),環境部、朝盟股份有限公司,2015
不鏽鋼衛生紙架(9307S，抽取式),2.53,公斤(kg),環境部、朝盟股份有限公司,2015
不鏽鋼置物毛巾架(9310S，單管),7.53,公斤(kg),環境部、朝盟股份有限公司,2015
不鏽鋼置物毛巾架(9322S，雙管),10.19,公斤(kg),環境部、朝盟股份有限公司,2015
不鏽鋼雙層牆角架(5326S),5.76,公斤(kg),環境部、朝盟股份有限公司,2015
不鏽鋼雙層牆角架含底座(9239S),7.47,公斤(kg),環境部、朝盟股份有限公司,2015
不鏽鋼雙層牆角架(9022HS),6.48,公斤(kg),環境部、朝盟股份有限公司,2015
不鏽鋼牆角架(9020S，大),3.33,公斤(kg),環境部、朝盟股份有限公司,2015
不鏽鋼掛式砧板刀架(6554S),5.23,公斤(kg),環境部、朝盟股份有限公司,2015
不鏽鋼廚用雙層置物架(3230S),10.28,公斤(kg),環境部、朝盟股份有限公司,2015
炊粉,0.57,公斤(kg),新華米粉廠有限公司,2015
摃丸,1.72,公斤(kg),新宇禎福記摃丸有限公司,2015
電池感應式水龍頭(HB-4100LR),19.41,公斤(kg),牧新科技股份有限公司,2015
插電感應式水龍頭(H-4100LR),16.98,公斤(kg),牧新科技股份有限公司,2015
石質地磚,4.5,公斤(kg),宏洲窯業股份有限公司,2015
鮮蛋,0.28,顆,石安牧場,2015
養殖冷凍白蝦,9.37,公斤(kg),行政院農業委員會漁業署,2015
養殖文蛤,4.87,公斤(kg),行政院農業委員會漁業署,2015
醬油(黑豆釀造),2.22,公斤(kg),衛生福利部食品藥物管理署,2015
醬油(黃豆釀造),1.68,公斤(kg),衛生福利部食品藥物管理署,2015
醬油(高蛋白豆片釀造),849.88,公斤(kg),衛生福利部食品藥物管理署,2015
芝麻油,614.64,公斤(kg),衛生福利部食品藥物管理署,2015
七星鱸,4.87,公斤(kg),衛生福利部食品藥物管理署,2015
矽藻土,1.02,公斤(kg),經濟部工業局「103年製造業產品碳足跡輔導與推廣計畫」,2015
活性沸石,3.47,公斤(kg),經濟部工業局「103年製造業產品碳足跡輔導與推廣計畫」,2015
生石灰,1.25,公斤(kg),經濟部工業局「103年製造業產品碳足跡輔導與推廣計畫」,2015
石膏,0.35,公斤(kg),經濟部工業局「103年製造業產品碳足跡輔導與推廣計畫」,2015
聚醯胺66(尼龍66),7.21,公斤(kg),經濟部工業局「103年製造業產品碳足跡輔導與推廣計畫」,2015
聚酯纖維棉(已精梳，供紡織用),4.52,公斤(kg),經濟部工業局「103年製造業產品碳足跡輔導與推廣計畫」,2015
氯化鉀(非肥料用),0.21,公斤(kg),經濟部工業局「103年製造業產品碳足跡輔導與推廣計畫」,2015
氯化鉀(肥料用),0.61,公斤(kg),經濟部工業局「103年製造業產品碳足跡輔導與推廣計畫」,2015
硫代硫酸鈉(結晶、無水),4.99,公斤(kg),經濟部工業局「103年製造業產品碳足跡輔導與推廣計畫」,2015
亞硫酸鈉,1.08,公斤(kg),經濟部工業局「103年製造業產品碳足跡輔導與推廣計畫」,2015
次氯酸鈉(工業用),0.51,公斤(kg),經濟部工業局「103年製造業產品碳足跡輔導與推廣計畫」,2015
中密度纖維板,1.12,公斤(kg),經濟部工業局「103年製造業產品碳足跡輔導與推廣計畫」,2015
瓦楞芯紙(原紙),0.72,公斤(kg),經濟部工業局「103年製造業產品碳足跡輔導與推廣計畫」,2015
硝酸銨,1.76,公斤(kg),經濟部工業局「103年製造業產品碳足跡輔導與推廣計畫」,2015
馬口鐵,2.43,公斤(kg),經濟部工業局「104年製造業產品碳足跡輔導與推廣計畫」,2015
尿素,1.65,公斤(kg),經濟部工業局「103年製造業產品碳足跡輔導與推廣計畫」,2015
再生料-廢鐵容器-碎鐵（含容器廢棄階段）,0.26,公斤(kg),環境部回收基管會,2015
再生料-廢鋁容器-鋁錠（含容器廢棄階段）,1.23,公斤(kg),環境部回收基管會,2015
再生料-廢塑膠容器-發泡PS廢塑膠粒（含容器廢棄階段）,0.66,公斤(kg),環境部回收基管會,2015
再生料-廢紙容器-脫墨紙漿（含容器廢棄階段）,0.36,公斤(kg),環境部回收基管會,2015
再生料-廢玻璃容器-玻璃砂（含容器廢棄階段）,0.12,公斤(kg),環境部回收基管會,2015
再生料-廢容器-未發泡PS廢塑膠片（含容器廢棄階段）,0.22,公斤(kg),環境部回收基管會,2015
再生料-廢容器-PVC廢塑膠片（含容器廢棄階段）,0.24,公斤(kg),環境部回收基管會,2015
再生料-廢容器-PP廢塑膠片（含容器廢棄階段）,0.35,公斤(kg),環境部回收基管會,2015
再生料-廢容器-PET廢塑膠片（含容器廢棄階段）,0.39,公斤(kg),環境部回收基管會,2015
再生料-廢容器-PE廢塑膠片（含容器廢棄階段）,0.22,公斤(kg),環境部回收基管會,2015
再生料-廢鐵容器-碎鐵,0.25,公斤(kg),環境部回收基管會,2015
再生料-廢鋁容器-鋁錠,1.19,公斤(kg),環境部回收基管會,2015
再生料-廢塑膠容器-發泡PS廢塑膠粒,0.53,公斤(kg),環境部回收基管會,2015
再生料-廢紙容器-脫墨紙漿,0.32,公斤(kg),環境部回收基管會,2015
再生料-廢玻璃容器-玻璃砂,0.11,公斤(kg),環境部回收基管會,2015
再生料-廢容器-未發泡PS廢塑膠片,0.2,公斤(kg),環境部回收基管會,2015
再生料-廢容器-PVC廢塑膠片,0.22,公斤(kg),環境部回收基管會,2015
再生料-廢容器-PP廢塑膠片,0.32,公斤(kg),環境部回收基管會,2015
再生料-廢容器-PET廢塑膠片,0.35,公斤(kg),環境部回收基管會,2015
再生料-廢容器-PE廢塑膠片,0.2,公斤(kg),環境部回收基管會,2015
再生料-廢照明光源-廢鐵,0.3,公斤(kg),環境部回收基管會,2015
再生料-廢照明光源-廢鋁,0.3,公斤(kg),環境部回收基管會,2015
再生料-廢照明光源-廢塑膠,0.33,公斤(kg),環境部回收基管會,2015
再生料-廢照明光源-廢玻璃,0.3,公斤(kg),環境部回收基管會,2015
再生料-廢照明光源-蒸餾汞,1635.66,公斤(kg),環境部回收基管會,2015
再生料-廢照明光源-混合五金廢料,0.3,公斤(kg),環境部回收基管會,2015
再生料-廢乾電池-鐵,0.22,公斤(kg),環境部回收基管會,2015
再生料-廢乾電池-鋅,0.16,公斤(kg),環境部回收基管會,2015
再生料-廢乾電池-二氧化錳,0.31,公斤(kg),環境部回收基管會,2015
再生料-廢輪胎-橡膠粉,0.13,公斤(kg),環境部回收基管會,2015
再生料-廢輪胎-橡膠片,0.06,公斤(kg),環境部回收基管會,2015
再生料-廢鉛蓄電池-鉛錠,0.76,公斤(kg),環境部回收基管會,2015
再生料-廢鉛蓄電池-PP塑膠,0.15,公斤(kg),環境部回收基管會,2015
再生料-廢鉛蓄電池-ABS塑膠,0.12,公斤(kg),環境部回收基管會,2015
小麥粉,0.72,公斤(kg),環境部,2015
馬鈴薯,0.11,公斤(kg),環境部,2015
氨水,1.61,公斤(kg),環境部,2015
碳黑,1.5,公斤(kg),環境部,2015
液氧,0.39,公斤(kg),環境部,2015
氧氣,0.16,公斤(kg),環境部,2015
氫氣,6.97,公斤(kg),環境部,2015
乙炔,6.08,公斤(kg),環境部,2015
丁二烯,1.88,公斤(kg),環境部,2015
丁二烯,1.75,公斤(kg),環境部,2015
丙烯,1.88,公斤(kg),環境部,2015
丙烯,1.75,公斤(kg),環境部,2015
乙烯,1.88,公斤(kg),環境部,2015
乙烯,1.75,公斤(kg),環境部,2015
甲基丙烯酸甲酯,3.93,公斤(kg),環境部,2015
發泡聚苯乙烯,1.96,公斤(kg),環境部,2015
高密度聚乙烯(HDPE),2.25,公斤(kg),環境部,2015
聚氨基甲酸脂合成皮(乾式法),8.7,公斤(kg),環境部,2015
聚氨基甲酸脂合成皮(濕式法),8.3,公斤(kg),環境部,2015
聚氨基甲酸乙酯樹脂,3.17,公斤(kg),環境部,2015
熱可塑性橡膠,3.6,公斤(kg),環境部,2015
聚丁二烯橡膠,2.99,公斤(kg),環境部,2015
丙烯腈-丁二烯橡膠,2.74,公斤(kg),環境部,2015
液化石油氣(於固定源使用，2013),2.34,公升(L),環境部,2015
天然氣(於固定源使用，2013),2.59,立方公尺(m3),環境部,2015
車用汽油(於移動源使用，2013),3.12,公升(L),環境部,2015
車用汽油(於固定源使用，2013),3.03,公升(L),環境部,2015
車用汽油(未燃燒，2013),0.69,公升(L),環境部,2015
柴油(於移動源使用，2013),3.49,公升(L),環境部,2015
柴油(於固定源使用，2013),3.46,公升(L),環境部,2015
柴油(未燃燒，2013),0.76,公升(L),環境部,2015
燃料油使用(蒸餘油/重油使用，2013),4.02,公升(L),環境部,2015
電力碳足跡(2013),0.66,度(kwh),環境部,2015
T-12型熱敏CTP版(含顯影劑),8.39,平方公尺(m2),太普高精密影像股份有限公司,2014
石英晶體諧振器車用電子零件(AM系列),0.09,顆,台灣晶技股份有限公司,2014
石英晶體諧振器車用電子零件(AB系列),0.09,顆,台灣晶技股份有限公司,2014
石英晶體振盪器(BB系列),0.09,顆,台灣晶技股份有限公司,2014
廢水處理排放服務(南部科學工業園區管理局-台南園區),0.77,公噸(mt),南部科學工業園區管理局,2014
廢水處理排放服務(南部科學工業園區管理局-高雄園區),0.61,公噸(mt),南部科學工業園區管理局,2014
盒裝去殼牡蠣,1096.25,公噸(mt),行政院農業委員會漁業署,2014
養殖吳郭魚冷凍魚片,4476.42,公噸(mt),行政院農業委員會漁業署,2014
養殖石斑魚條凍,7072.67,公噸(mt),行政院農業委員會漁業署,2014
養殖石斑魚活體,5834.88,公噸(mt),行政院農業委員會漁業署,2014
精製特砂(1公噸，太空袋裝),606.55,公噸(mt),台灣糖業公司,2014
精製特砂(50公斤),29.6,包,台灣糖業公司,2014
自產二砂(50公斤),57.95,包,台灣糖業公司,2014
精製細砂(25公斤),15.47,包,台灣糖業公司,2014
精製二砂(25公斤),14.67,包,台灣糖業公司,2014
特製液糖(20公噸),7.03,公噸(mt),台灣糖業公司,2014
非離子性有機界面活性劑,2.75,公斤(kg),經濟部工業局,2014
陽離子性有機界面活性劑,2.95,公斤(kg),經濟部工業局,2014
陰離子性有機界面活性劑,2.84,公斤(kg),經濟部工業局,2014
合成偶氮類有機顏料,5.03,公斤(kg),環境部,2014
營業大貨車(柴油),0.235,延噸公里(tkm),交通部運輸研究所,2014
營業小貨車(柴油),0.647,延噸公里(tkm),交通部運輸研究所,2014
營業小貨車(汽油),0.6259,延噸公里(tkm),交通部運輸研究所,2014
自用小貨車(柴油),0.693,延噸公里(tkm),交通部運輸研究所,2014
自用小貨車(汽油),0.7393,延噸公里(tkm),交通部運輸研究所,2014
自用大貨車(柴油),0.2235,延噸公里(tkm),交通部運輸研究所,2014
營業遊覽車(柴油),0.0441,延人公里(pkm),交通部運輸研究所,2014
食用醋(糯米醋),0.42,公斤(kg),衛生福利部食品藥物管理署,2014
食用醋(酒粕醋),0.68,公斤(kg),衛生福利部食品藥物管理署,2014
液化石油氣(於固定源使用，2012),2.09,公升(L),環境部,2014
國際會議(交通),0,每人,國際貿易局,2014
國際會議,3.31,每人‧每小時,國際貿易局,2014
國際展覽(交通),0,每人,國際貿易局,2014
國際展覽,0,每平方米‧每小時,國際貿易局,2014
廢棄物固化清理服務(南部科學工業園區-台南園區),649.1,公噸(mt),南部科學工業園區管局台南園區資源再生中心,2014
廢棄物物化清理服務(南部科學工業園區-台南園區),122.78,公噸(mt),南部科學工業園區管局台南園區資源再生中心,2014
廢棄物焚化清理服務(南部科學工業園區-台南園區),737.14,公噸(mt),南部科學工業園區管局台南園區資源再生中心,2014
廢棄物掩埋清理服務(南部科學工業園區-台南園區),7.07,公噸(mt),南部科學工業園區管局台南園區資源再生中心,2014
廢棄物清除處理服務(南部科學工業園區-台南園區),715.79,公噸(mt),南部科學工業園區管局台南園區資源再生中心,2014
再生料-廢汽車-碎鐵(鋼),0.3268,公斤(kg),環境部,2014
再生料-廢機車-碎鐵(鋼),0.3025,公斤(kg),環境部,2014
車用汽油(於移動源使用，2012),3.1,公升(L),環境部,2014
車用汽油(於固定源使用，2012),3,公升(L),環境部,2014
車用汽油(未燃燒，2012),0.65,公升(L),環境部,2014
